id  rate
12003	18
9003	2108
41003	206
41005	533
41007	304
41009	45
41011	62
41013	13
41015	16
41017	354
41019	114
41021	3
41023	3
41025	2
41027	50
41029	189
41031	28
41033	101
41035	52
41037	9
41039	770
41041	109
41043	323
41045	0
41047	516
41049	12
41051	7758
41053	79
41055	3
41057	87
41059	58
41061	24
41063	5
41065	23
41067	970
41069	1
41071	125
40045	3
9007	299
12009	868
6057	914
40055	8
33001	164
22103	569
33003	120
33005	116
33007	27
33009	247
33011	742
33013	239
33015	665
33017	191
33019	23
13095	265
12011	6513
56027	1
12013	9
31099	1
13105	3
20199	4
32027	10
13107	26
31111	63
25001	635
25003	302
25005	1114
25007	162
25009	1860
25011	82
25013	1163
25015	349
25017	4763
25019	133
25021	1577
25023	1008
21019	68
25025	6647
25027	2316
13109	2
19193	248
21021	73
9005	265
6059	12223
8053	3
13111	34
13097	358
21023	31
46049	3
13113	212
40119	252
17001	20
17003	8
17005	9
17007	90
17009	4
17011	16
17013	0
17015	8
17017	2
17019	337
17021	25
17023	21
17025	1
17027	32
48031	22
17029	85
17031	21805
17033	19
17035	12
17037	117
17039	7
17041	37
17043	2048
17045	34
17047	2
17049	46
17051	14
17053	13
17055	44
17057	10
17059	0
17061	0
17063	77
17065	1
17067	7
17069	4
17071	3
17073	83
17075	223
17077	77
17079	1
17081	65
17083	34
17085	35
17087	6
17089	866
17091	225
32029	829
17093	205
17095	41
17097	1361
17099	251
17101	4
17103	52
17105	31
17107	58
17109	27
17111	747
17113	253
17115	82
17117	74
17119	371
17121	27
17123	15
17125	7
17127	7
17129	114
17131	7
17133	54
17135	33
17137	23
17139	9
17141	47
17143	500
17145	13
17147	15
17149	7
17151	2
17153	13
17155	3
17157	17
17159	5
17161	248
17163	250
31123	1
17165	9
17167	540
17169	1
17171	13
17173	8
17175	1
17177	71
17179	234
17181	28
17183	163
17185	9
17187	15
17189	6
17191	11
17193	19
48507	39
17195	20
17197	1651
17199	87
17201	601
9011	1180
9013	233
9015	177
50001	54
50003	80
50005	17
50007	469
50009	5
50011	151
50013	3271
50015	66
50017	33
50019	186
50021	76
50023	101
50025	143
50027	82
21035	159
39039	57
22127	19
40131	105
21037	307
1001	97
1003	865
1005	18
1007	76
32031	2
1009	57
1011	4
1013	13
1015	127
1017	36
1019	395
1021	60
1023	78
1025	14
1027	13
1029	12
1031	36
1033	158
1035	11
1037	4
1039	24
1041	14
1043	85
1045	37
1047	162
42009	56
1051	139
42013	184
1055	137
1057	8
1059	17
1061	4
42023	9
42025	138
1067	8
1069	136
42031	28
42033	70
1075	20
42037	83
42039	92
42041	699
1083	187
1085	14
40135	123
1087	15
42049	1555
42051	200
42053	2
1095	155
1097	1112
1099	11
42061	24
42063	89
42065	40
42067	23
1109	79
1111	35
1113	63
1115	88
1117	367
1119	57
1121	94
1123	64
1125	632
1127	147
1129	2
1131	2
1133	42
42095	626
42097	145
42099	13
42101	10526
42103	91
42105	6
40137	47
42107	168
42109	40
42111	74
42113	7
42115	19
42117	40
42119	36
42121	28
42123	20
42125	533
42127	45
42129	520
42131	13
42133	771
39047	32
22043	11
6041	1168
40139	30
34001	1280
34003	2972
34005	1045
34007	1255
34009	986
34011	240
34013	3042
34015	775
34017	2581
34019	246
46127	12
34021	919
34023	2126
34025	2900
34027	1171
34029	2334
34031	894
34033	112
34035	943
34037	193
34039	1445
34041	228
48127	6
48003	9
39051	49
32033	17
6045	251
48007	54
40053	12
8055	4
6047	426
40145	83
48019	27
6065	4819
26001	115
