id	rate
1001	0.0
1003	0.0
1005	0.0
1007	0.0
1009	0.99173553719
1011	0.0
1013	0.0
1015	66.9872096168
1017	0.0
1019	72.1494996243
1021	0.0
1023	0.0
1025	0.0
1027	19.3388429752
1029	100.0743426
1031	0.0
1033	0.0
1035	0.0
1037	0.0
1039	0.0
1041	0.0
1043	0.0
1045	0.0
1047	0.0
1049	54.0495867769
1051	0.0
1053	0.0
1055	46.6115702479
1057	0.0
1059	0.0
1061	0.0
1063	0.0
1065	0.0
1067	0.0
1069	0.0
1071	1.48760330579
1073	0.0
1075	0.0
1077	0.0
1079	0.0
1081	0.0
1083	0.0
1085	0.0
1087	0.0
1089	0.0
1091	0.0
1093	0.0
1095	6.94214876033
1097	0.0
1099	0.0
1101	0.0
1103	0.0
1105	0.0
1107	0.0
1109	0.0
1111	54.0495867769
1113	0.0
1115	9.9173553719
1117	0.0
1119	0.0
1121	8.42975206612
1123	0.0
1125	0.0
1127	0.0
1129	0.0
1131	0.0
1133	0.0
2013	0.0
2016	0.0
2020	0.0
2050	0.0
2060	0.0
2068	0.0
2070	0.0
2090	0.0
2100	30.7438016529
2110	38.9482900075
2122	0.0
2130	66.5763966942
2150	0.0
2164	0.0
2170	0.0
2180	0.0
2185	0.0
2188	0.0
2201	66.5763966942
2220	39.173553719
2232	0.0
2240	0.0
2261	0.0
2270	0.0
2280	0.0
2282	10.9090909091
2290	0.0
4001	54.5454545455
4003	60.9232877536
4005	126.446280992
4007	94.7107438017
4009	75.0000180316
4011	60.9917355372
4012	548.974480841
4013	173.110431255
4015	238.172772352
4017	34.7107438017
4019	123.645930879
4021	105.158862509
4023	133.872409091
4025	239.008264463
4027	476.749923967
5001	0.0
5003	0.0
5005	0.0
5007	0.0
5009	0.0
5011	0.0
5013	0.0
5015	0.0
5017	0.0
5019	0.0
5021	0.0
5023	0.0
5025	0.0
5027	0.0
5029	0.0
5031	0.0
5033	0.0
5035	0.0
5037	0.0
5039	0.0
5041	0.0
5043	0.0
5045	0.0
5047	0.0
5049	0.0
5051	0.0
5053	0.0
5055	0.0
5057	0.0
5059	0.0
5061	0.0
5063	0.0
5065	0.0
5067	0.0
5069	0.0
5071	0.0
5073	0.0
5075	0.0
5077	0.0
5079	0.0
5081	0.0
5083	0.0
5085	0.0
5087	0.0
5089	0.0
5091	0.0
5093	0.0
5095	0.0
5097	0.0
5099	0.0
5101	0.0
5103	0.0
5105	0.0
5107	0.0
5109	0.0
5111	0.0
5113	0.0
5115	0.0
5117	0.0
5119	0.0
5121	0.0
5123	0.0
5125	0.0
5127	0.0
5129	0.0
5131	0.0
5133	0.0
5135	0.0
5137	0.0
5139	0.0
5141	0.0
5143	0.0
5145	0.0
5147	0.0
5149	0.0
6001	355.047666446
6003	0.0
6005	26.7768595041
6007	1.48760330579
6009	42.1487603306
6011	65.9504132231
6013	300.999633358
6015	0.99173553719
6017	0.0
6019	22.3140495868
6021	42.1487603306
6023	9.9173553719
6025	752.124482344
6027	249.218931931
6029	263.908111195
6031	92.7272727273
6033	101.678122314
6035	0.0
6037	684.560249617
6039	8.92561983471
6041	348.82624076
6043	11.9008264463
6045	84.2966154771
6047	171.570247934
6049	0.0
6051	0.0
6053	224.164298723
6055	158.885048835
6057	0.0
6059	698.025430503
6061	0.0
6063	0.0
6065	835.717884298
6067	113.553719008
6069	218.404839669
6071	687.004456499
6073	877.996990774
6075	315.358234711
6077	176.656179715
6079	230.578512397
6081	319.01435432
6083	289.866915101
6085	302.651273328
6087	394.795300066
6089	0.0
6091	0.0
6093	0.0
6095	194.398873028
6097	182.692922615
6099	168.470753418
6101	49.5867768595
6103	11.9008264463
6105	11.9008264463
6107	120.991735537
6109	2.97520661157
6111	386.681422089
6113	136.571859354
6115	2.97520661157
8001	65.9958347107
8003	16.8595041322
8005	73.0179894816
8007	0.0
8009	0.0
8011	44.6280991736
8013	6.94214876033
8014	30.7438016529
8015	11.4049586777
8017	9.9173553719
8019	6.94214876033
8021	2.97520661157
8023	22.8099173554
8025	94.9345334335
8027	68.474271976
8029	0.0
8031	54.5454545455
8033	0.0
8035	50.6828294515
8037	0.0
8039	74.7873899324
8041	170.067136364
8043	62.3164282494
8045	0.0
8047	3.47107438017
8049	0.0
8051	0.0
8053	0.0
8055	71.4483966942
8057	0.0
8059	40.1652892562
8061	25.7851239669
8063	7.93388429752
8065	0.0
8067	0.0
8069	0.0
8071	81.3223140496
8073	77.477553719
8075	0.0
8077	0.0
8079	0.0
8081	0.0
8083	0.0
8085	0.0
8087	38.6776859504
8089	78.468567994
8091	0.0
8093	44.132231405
8095	0.0
8097	0.0
8099	0.0
8101	83.4027047333
8103	0.0
8105	0.99173553719
8107	0.0
8109	10.9090909091
8111	0.0
8113	0.0
8115	0.0
8117	0.0
8119	63.0637460556
8121	34.7107438017
8123	20.826446281
8125	0.0
9001	778.165679639
9003	99.9818226897
9005	54.0495867769
9007	126.826859504
9009	160.165289256
9011	166.062058603
9013	110.625845229
9015	247.414772727
10001	64.958677686
10003	113.082649136
10005	7.43801652893
11001	190.315401953
12001	173.042045455
12003	88.3787107438
12005	0.0
12007	105.981619835
12009	0.0
12011	924.097636364
12013	0.0
12015	43.6363636364
12017	61.6213253193
12019	98.2888534936
12021	887.249454545
12023	92.7629571751
12027	0.0
12029	72.3309917355
12031	69.9173553719
12033	0.0
12035	60.0
12037	0.0
12039	0.0
12041	93.1078106687
12043	87.2727272727
12045	0.0
12047	11.9008264463
12049	0.0
12051	665.454545455
12053	45.6198347107
12055	0.0
12057	1.98347107438
12059	0.0
12061	65.4545454545
12063	0.0
12065	0.0
12067	64.4628099174
12069	36.1983471074
12071	223.636363636
12073	0.0
12075	119.025489106
12077	0.0
12079	0.0
12081	0.0
12083	71.4827693464
12085	441.818181818
12086	1266.7155
12087	999.086727273
12089	38.1818181818
12091	0.0
12093	87.2727272727
12095	6.94214876033
12097	0.0
12099	622.114909091
12101	20.826446281
12103	9.9173553719
12105	0.0
12107	84.2209992487
12109	79.6020540947
12111	201.818181818
12113	0.0
12115	0.0
12117	9.42148760331
12119	47.1074380165
12121	57.0247933884
12123	21.3223140496
12125	101.69220586
12127	27.7685950413
12129	0.0
12131	0.0
12133	0.0
13001	0.0
13003	0.0
13005	0.0
13007	0.0
13009	0.0
13011	0.0
13013	0.0
13015	69.5494395192
13017	0.0
13019	0.0
13021	0.0
13023	0.0
13025	0.0
13027	0.0
13029	85.5265920361
13031	42.1487603306
13033	0.0
13035	0.0
13037	0.0
13039	12.3966942149
13043	0.0
13045	89.6705860255
13047	4.46280991736
13049	14.8760330579
13051	164.117318182
13053	0.0
13055	53.3956769346
13057	18.8429752066
13059	0.0
13061	0.0
13063	4.95867768595
13065	0.0
13067	49.0909090909
13069	0.0
13071	0.0
13073	0.0
13075	0.0
13077	22.8099173554
13079	0.0
13081	0.0
13083	10.4132231405
13085	0.0
13087	0.0
13089	0.0
13091	0.0
13093	0.0
13095	0.0
13097	67.4828970699
13099	0.0
13101	9.9173553719
13103	94.758892562
13105	0.0
13107	0.0
13109	43.1404958678
13111	0.0
13113	3.96694214876
13115	85.5265920361
13117	0.0
13119	0.0
13121	24.2975206612
13123	0.0
13125	0.0
13127	46.6115702479
13129	51.0743801653
13131	0.0
13133	0.0
13135	0.0
13137	0.0
13139	0.0
13141	0.0
13143	108.645980466
13145	0.0
13147	0.0
13149	59.0082644628
13151	0.0
13153	0.0
13155	0.0
13157	0.0
13159	0.0
13161	0.0
13163	0.0
13165	0.0
13167	0.0
13169	0.0
13171	0.0
13173	0.0
13175	0.0
13177	0.0
13179	80.3970293013
13181	0.0
13183	79.3388429752
13185	0.0
13187	0.0
13189	0.0
13191	63.9089030804
13193	0.0
13195	0.0
13197	0.0
13199	0.0
13201	0.0
13205	0.0
13207	0.0
13209	0.0
13211	0.0
13213	3.96694214876
13215	0.0
13217	0.0
13219	0.0
13221	0.0
13223	83.3684492863
13225	0.0
13227	11.9008264463
13229	0.0
13231	0.0
13233	177.008590909
13235	0.0
13237	0.0
13239	0.0
13241	0.0
13243	0.0
13245	0.0
13247	0.0
13249	0.0
13251	27.7685950413
13253	0.0
13255	0.0
13257	0.0
13259	0.0
13261	0.0
13263	0.0
13265	0.0
13267	0.0
13269	0.0
13271	0.0
13273	0.0
13275	0.0
13277	0.0
13279	0.0
13281	0.0
13283	0.0
13285	4.95867768595
13287	0.0
13289	0.0
13291	0.0
13293	0.0
13295	34.2148760331
13297	0.0
13299	0.0
13301	0.0
13303	0.0
13305	18.8429752066
13307	0.0
13309	0.0
13311	0.0
13313	5.95041322314
13315	0.0
13317	0.0
13319	0.0
13321	0.0
15001	109.606236514
15003	31.7355371901
15005	40.9115693464
15007	22.3140495868
15009	51.8186767844
16001	0.0
16003	0.0
16005	0.0
16007	2.97520661157
16009	0.0
16011	0.0
16013	0.0
16015	0.0
16017	0.0
16019	0.0
16021	0.0
16023	0.0
16025	0.0
16027	0.0
16029	0.0
16031	0.0
16033	0.0
16035	0.0
16037	0.0
16039	0.0
16041	6.44628099174
16043	0.0
16045	0.0
16047	0.0
16049	0.0
16051	0.0
16053	0.0
16055	0.0
16057	0.0
16059	0.0
16061	0.0
16063	0.0
16065	0.0
16067	0.0
16069	0.0
16071	3.96694214876
16073	0.0
16075	0.0
16077	0.0
16079	0.0
16081	0.0
16083	0.0
16085	0.0
16087	0.0
17001	0.0
17003	0.0
17005	0.0
17007	15.3719008264
17009	0.0
17011	40.6611570248
17013	0.0
17015	72.3966942149
17017	0.0
17019	2.97520661157
17021	0.0
17023	0.0
17025	0.0
17027	0.0
17029	0.0
17031	251.553421091
17033	0.0
17035	0.0
17037	68.4297520661
17039	0.0
17041	0.0
17043	153.933104132
17045	0.0
17047	0.0
17049	0.0
17051	0.0
17053	56.0330578512
17055	0.0
17057	51.5702479339
17059	0.0
17061	0.0
17063	140.899351465
17065	0.0
17067	0.0
17069	0.0
17071	133.884297521
17073	170.819450038
17075	64.2096099174
17077	0.0
17079	0.0
17081	0.0
17083	0.0
17085	68.4297520661
17087	0.0
17089	126.67328024
17091	148.441262209
17093	161.625336739
17095	156.189475582
17097	156.209281443
17099	64.958677686
17101	0.0
17103	3.96694214876
17105	78.5807522164
17107	0.0
17109	47.6033057851
17111	73.3884297521
17113	3.96694214876
17115	0.0
17117	0.0
17119	0.0
17121	0.0
17123	0.495867768595
17125	3.96694214876
17127	0.0
17129	0.0
17131	180.834861007
17133	0.0
17135	0.0
17137	0.0
17139	0.0
17141	3.96694214876
17143	38.6776859504
17145	0.0
17147	0.0
17149	0.0
17151	0.0
17153	0.0
17155	1.98347107438
17157	0.0
17159	0.0
17161	378.715438017
17163	0.0
17165	0.0
17167	0.0
17169	3.96694214876
17171	0.0
17173	0.0
17175	85.2892561983
17177	3.96694214876
17179	0.0
17181	0.0
17183	7.43801652893
17185	0.0
17187	135.393322314
17189	0.0
17191	0.0
17193	0.0
17195	111.152961683
17197	246.304900463
17199	0.0
17201	0.0
17203	1.48760330579
18001	0.0
18003	0.0
18005	10.4132231405
18007	10.4132231405
18009	18.347107438
18011	82.0560360631
18013	24.2975206612
18015	47.6033057851
18017	41.652892562
18019	0.0
18021	0.0
18023	87.591890308
18025	0.0
18027	0.0
18029	0.0
18031	7.93388429752
18033	0.0
18035	52.0661157025
18037	0.0
18039	0.0
18041	0.0
18043	0.0
18045	0.0
18047	0.0
18049	2.97520661157
18051	0.0
18053	79.1062764838
18055	0.0
18057	199.816227273
18059	91.4672682194
18061	0.0
18063	72.4397716003
18065	56.5289256198
18067	72.1494996243
18069	3.47107438017
18071	0.99173553719
18073	48.5950413223
18075	0.0
18077	0.0
18079	0.99173553719
18081	75.9095837716
18083	0.0
18085	0.0
18087	0.0
18089	98.7900423742
18091	39.6694214876
18093	0.0
18095	86.8674680691
18097	98.8931134485
18099	0.0
18101	0.0
18103	56.0330578512
18105	3.96694214876
18107	28.7603305785
18109	49.0909090909
18111	95.932968595
18113	0.0
18115	0.0
18117	0.0
18119	4.95867768595
18121	0.0
18123	0.0
18125	0.0
18127	82.5318419234
18129	0.0
18131	2.97520661157
18133	20.826446281
18135	0.0
18137	0.0
18139	30.2479338843
18141	0.0
18143	0.0
18145	76.1316108189
18147	0.0
18149	8.92561983471
18151	0.0
18153	0.0
18155	0.0
18157	19.3388429752
18159	115.229972953
18161	0.0
18163	0.0
18165	0.0
18167	0.0
18169	23.305785124
18171	6.94214876033
18173	0.0
18175	0.0
18177	0.0
18179	2.47933884298
18181	4.46280991736
18183	0.495867768595
19001	0.0
19003	0.0
19005	0.0
19007	0.0
19009	0.0
19011	0.0
19013	0.0
19015	0.0
19017	0.0
19019	0.0
19021	0.0
19023	0.0
19025	0.0
19027	0.0
19029	0.0
19031	172.849442524
19033	0.0
19035	0.0
19037	0.0
19039	0.0
19041	0.0
19043	0.0
19045	146.432673178
19047	0.0
19049	0.0
19051	0.0
19053	0.0
19055	11.9008264463
19057	89.2561983471
19059	0.0
19061	66.4462809917
19063	0.0
19065	0.0
19067	0.0
19069	0.0
19071	0.0
19073	0.0
19075	0.0
19077	0.0
19079	0.0
19081	0.0
19083	0.0
19085	0.0
19087	17.8512396694
19089	0.0
19091	0.0
19093	0.0
19095	0.0
19097	159.83083997
19099	0.0
19101	0.0
19103	58.5123966942
19105	120.991735537
19107	0.0
19109	0.0
19111	2.97520661157
19113	24.7933884298
19115	109.170211871
19117	0.0
19119	0.0
19121	0.0
19123	0.0
19125	0.0
19127	0.0
19129	0.0
19131	0.0
19133	0.0
19135	0.0
19137	0.0
19139	183.138392186
19141	0.0
19143	0.0
19145	0.0
19147	0.0
19149	0.0
19151	0.0
19153	0.0
19155	0.0
19157	0.0
19159	0.0
19161	0.0
19163	254.944552968
19165	0.0
19167	0.0
19169	0.0
19171	0.0
19173	0.0
19175	0.0
19177	0.0
19179	0.0
19181	0.0
19183	20.826446281
19185	0.0
19187	0.0
19189	0.0
19191	0.0
19193	0.0
19195	0.0
19197	0.0
20001	0.0
20003	13.3884297521
20005	72.3966942149
20007	0.0
20009	0.0
20011	2.97520661157
20013	5.95041322314
20015	0.0
20017	0.0
20019	0.0
20021	0.0
20023	0.0
20025	0.0
20027	0.0
20029	0.0
20031	1.48760330579
20033	0.0
20035	0.99173553719
20037	0.0
20039	0.0
20041	0.0
20043	53.5537190083
20045	100.477419985
20047	0.0
20049	0.0
20051	0.0
20053	0.0
20055	0.0
20057	0.0
20059	68.4297520661
20061	0.0
20063	0.0
20065	0.0
20067	0.0
20069	0.0
20071	0.0
20073	0.0
20075	0.0
20077	0.0
20079	0.0
20081	0.0
20083	0.0
20085	14.8760330579
20087	72.2283741548
20089	0.0
20091	144.778512397
20093	0.0
20095	0.0
20097	0.0
20099	0.0
20101	0.0
20103	117.06040571
20105	0.0
20107	45.6198347107
20109	0.0
20111	0.0
20113	0.0
20115	0.0
20117	0.0
20119	0.0
20121	86.5139774606
20123	0.0
20125	0.0
20127	0.0
20129	0.0
20131	0.0
20133	0.0
20135	0.0
20137	0.0
20139	13.3884297521
20141	0.0
20143	0.0
20145	0.0
20147	0.0
20149	0.0
20151	0.0
20153	0.0
20155	0.0
20157	0.0
20159	0.0
20161	0.0
20163	0.0
20165	0.0
20167	0.0
20169	0.0
20171	0.0
20173	0.0
20175	0.0
20177	25.7851239669
20179	0.0
20181	0.0
20183	0.0
20185	0.0
20187	0.0
20189	0.0
20191	1.98347107438
20193	0.0
20195	0.0
20197	0.0
20199	0.0
20201	0.0
20203	0.0
20205	0.0
20207	0.0
20209	205.270227273
21001	0.0
21003	0.0
21005	0.0
21007	0.0
21009	0.0
21011	0.0
